model,method,bench,case,category,measure,phase,value
gpt2-xl,alphaedit,counterfact,13602,efficacy,diff,post,0.9955124845603165
gpt2-xl,alphaedit,counterfact,13602,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,13602,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,13602,generalisation,diff,post,0.42535372109203473
gpt2-xl,alphaedit,counterfact,13602,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,13602,specificity,success,post,0.1
gpt2-xl,alphaedit,counterfact,13602,specificity,diff,post,-0.0661497530095117
gpt2-xl,alphaedit,counterfact,13602,specificity,acc,post,0.2
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,success,post,0.2
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,diff,post,-0.04192892370203214
gpt2-xl,alphaedit,counterfact,13602,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,15471,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,15471,efficacy,diff,pre,-0.3657318186141431
gpt2-xl,alphaedit,counterfact,15471,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,15471,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,15471,generalisation,diff,pre,-0.005283081947585409
gpt2-xl,alphaedit,counterfact,15471,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,15471,specificity,success,pre,0.2
gpt2-xl,alphaedit,counterfact,15471,specificity,diff,pre,0.005512395232580558
gpt2-xl,alphaedit,counterfact,15471,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,15471,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,15471,target_close_neighbour,diff,pre,0.2552497925216935
gpt2-xl,alphaedit,counterfact,15471,target_close_neighbour,acc,pre,0.3
gpt2-xl,alphaedit,counterfact,15471,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,15471,efficacy,diff,post,0.9909466636001176
gpt2-xl,alphaedit,counterfact,15471,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,15471,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,15471,generalisation,diff,post,0.061577209158678904
gpt2-xl,alphaedit,counterfact,15471,generalisation,acc,post,0.0
gpt2-xl,alphaedit,counterfact,15471,specificity,success,post,0.6
gpt2-xl,alphaedit,counterfact,15471,specificity,diff,post,0.02937516713916851
gpt2-xl,alphaedit,counterfact,15471,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,15471,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,15471,target_close_neighbour,diff,post,0.263617482819277
gpt2-xl,alphaedit,counterfact,15471,target_close_neighbour,acc,post,0.3
gpt2-xl,alphaedit,counterfact,4190,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,4190,efficacy,diff,pre,-0.0001472357942219095
gpt2-xl,alphaedit,counterfact,4190,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,4190,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,4190,generalisation,diff,pre,-0.0023938588327926747
gpt2-xl,alphaedit,counterfact,4190,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,4190,specificity,success,pre,0.2
gpt2-xl,alphaedit,counterfact,4190,specificity,diff,pre,-0.00018885965733546909
gpt2-xl,alphaedit,counterfact,4190,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,4190,target_close_neighbour,success,pre,0.8
gpt2-xl,alphaedit,counterfact,4190,target_close_neighbour,diff,pre,0.007420845398691353
gpt2-xl,alphaedit,counterfact,4190,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,4190,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,4190,efficacy,diff,post,0.9815415391476243
gpt2-xl,alphaedit,counterfact,4190,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,4190,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,4190,generalisation,diff,post,0.324253843286377
gpt2-xl,alphaedit,counterfact,4190,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,4190,specificity,success,post,0.2
gpt2-xl,alphaedit,counterfact,4190,specificity,diff,post,-0.00023474484667633644
gpt2-xl,alphaedit,counterfact,4190,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,4190,target_close_neighbour,success,post,0.8
gpt2-xl,alphaedit,counterfact,4190,target_close_neighbour,diff,post,0.009505730837317358
gpt2-xl,alphaedit,counterfact,4190,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,2414,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,2414,efficacy,diff,pre,-1.0947702925309163e-06
gpt2-xl,alphaedit,counterfact,2414,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2414,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,2414,generalisation,diff,pre,-0.00018400724620467088
gpt2-xl,alphaedit,counterfact,2414,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2414,specificity,success,pre,0.7
gpt2-xl,alphaedit,counterfact,2414,specificity,diff,pre,0.00016071127775825418
gpt2-xl,alphaedit,counterfact,2414,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2414,target_close_neighbour,success,pre,0.9
gpt2-xl,alphaedit,counterfact,2414,target_close_neighbour,diff,pre,0.00022327334298635678
gpt2-xl,alphaedit,counterfact,2414,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2414,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,2414,efficacy,diff,post,0.9978508233190089
gpt2-xl,alphaedit,counterfact,2414,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,2414,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,2414,generalisation,diff,post,0.3901522986797057
gpt2-xl,alphaedit,counterfact,2414,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,2414,specificity,success,post,0.7
gpt2-xl,alphaedit,counterfact,2414,specificity,diff,post,0.00018590744995763584
gpt2-xl,alphaedit,counterfact,2414,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,2414,target_close_neighbour,success,post,0.9
gpt2-xl,alphaedit,counterfact,2414,target_close_neighbour,diff,post,0.00024212379259755078
gpt2-xl,alphaedit,counterfact,2414,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,11701,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,11701,efficacy,diff,pre,-0.252609035937154
gpt2-xl,alphaedit,counterfact,11701,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,11701,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,11701,generalisation,diff,pre,-0.0021961626609332914
gpt2-xl,alphaedit,counterfact,11701,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,11701,specificity,success,pre,0.1
gpt2-xl,alphaedit,counterfact,11701,specificity,diff,pre,0.0012748311135596004
gpt2-xl,alphaedit,counterfact,11701,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,11701,target_close_neighbour,success,pre,0.8
gpt2-xl,alphaedit,counterfact,11701,target_close_neighbour,diff,pre,0.02508997334450207
gpt2-xl,alphaedit,counterfact,11701,target_close_neighbour,acc,pre,0.1
gpt2-xl,alphaedit,counterfact,11701,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,11701,efficacy,diff,post,0.9916125017130027
gpt2-xl,alphaedit,counterfact,11701,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,11701,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,11701,generalisation,diff,post,0.27754892230371875
gpt2-xl,alphaedit,counterfact,11701,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,11701,specificity,success,post,0.2
gpt2-xl,alphaedit,counterfact,11701,specificity,diff,post,0.0032044484820759798
gpt2-xl,alphaedit,counterfact,11701,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,11701,target_close_neighbour,success,post,0.9
gpt2-xl,alphaedit,counterfact,11701,target_close_neighbour,diff,post,0.04798075340960571
gpt2-xl,alphaedit,counterfact,11701,target_close_neighbour,acc,post,0.1
gpt2-xl,alphaedit,counterfact,16141,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,16141,efficacy,diff,pre,-0.08465945329979688
gpt2-xl,alphaedit,counterfact,16141,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,16141,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,16141,generalisation,diff,pre,-0.1143618019786143
gpt2-xl,alphaedit,counterfact,16141,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,16141,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,16141,specificity,diff,pre,-0.17744646899491023
gpt2-xl,alphaedit,counterfact,16141,specificity,acc,pre,0.3
gpt2-xl,alphaedit,counterfact,16141,target_close_neighbour,success,pre,0.4
gpt2-xl,alphaedit,counterfact,16141,target_close_neighbour,diff,pre,0.009817272868634624
gpt2-xl,alphaedit,counterfact,16141,target_close_neighbour,acc,pre,0.2
gpt2-xl,alphaedit,counterfact,16141,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,16141,efficacy,diff,post,0.9893402743428874
gpt2-xl,alphaedit,counterfact,16141,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,16141,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,16141,generalisation,diff,post,0.9630727192299792
gpt2-xl,alphaedit,counterfact,16141,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,16141,specificity,success,post,0.0
gpt2-xl,alphaedit,counterfact,16141,specificity,diff,post,-0.17744120742389277
gpt2-xl,alphaedit,counterfact,16141,specificity,acc,post,0.3
gpt2-xl,alphaedit,counterfact,16141,target_close_neighbour,success,post,0.5
gpt2-xl,alphaedit,counterfact,16141,target_close_neighbour,diff,post,0.024397795790952033
gpt2-xl,alphaedit,counterfact,16141,target_close_neighbour,acc,post,0.2
gpt2-xl,alphaedit,counterfact,19724,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,19724,efficacy,diff,pre,0.08170285213599922
gpt2-xl,alphaedit,counterfact,19724,efficacy,acc,pre,1.0
gpt2-xl,alphaedit,counterfact,19724,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,19724,generalisation,diff,pre,-0.013966707357693828
gpt2-xl,alphaedit,counterfact,19724,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,19724,specificity,success,pre,0.5
gpt2-xl,alphaedit,counterfact,19724,specificity,diff,pre,-0.05999074488742565
gpt2-xl,alphaedit,counterfact,19724,specificity,acc,pre,0.2
gpt2-xl,alphaedit,counterfact,19724,target_close_neighbour,success,pre,0.6
gpt2-xl,alphaedit,counterfact,19724,target_close_neighbour,diff,pre,0.21212694119813197
gpt2-xl,alphaedit,counterfact,19724,target_close_neighbour,acc,pre,0.4
gpt2-xl,alphaedit,counterfact,19724,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,19724,efficacy,diff,post,0.11858331206776028
gpt2-xl,alphaedit,counterfact,19724,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,19724,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,19724,generalisation,diff,post,0.20499847298170698
gpt2-xl,alphaedit,counterfact,19724,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,19724,specificity,success,post,0.5
gpt2-xl,alphaedit,counterfact,19724,specificity,diff,post,-0.04588725660991717
gpt2-xl,alphaedit,counterfact,19724,specificity,acc,post,0.2
gpt2-xl,alphaedit,counterfact,19724,target_close_neighbour,success,post,0.8
gpt2-xl,alphaedit,counterfact,19724,target_close_neighbour,diff,post,0.31603769584890584
gpt2-xl,alphaedit,counterfact,19724,target_close_neighbour,acc,post,0.6
gpt2-xl,alphaedit,counterfact,12635,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,efficacy,diff,pre,-0.0011332017497211503
gpt2-xl,alphaedit,counterfact,12635,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,generalisation,diff,pre,-0.0024514377625666924
gpt2-xl,alphaedit,counterfact,12635,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,specificity,diff,pre,-0.03728972694427528
gpt2-xl,alphaedit,counterfact,12635,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,target_close_neighbour,success,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,target_close_neighbour,diff,pre,-0.0006828148109258108
gpt2-xl,alphaedit,counterfact,12635,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12635,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,12635,efficacy,diff,post,0.9574508661365763
gpt2-xl,alphaedit,counterfact,12635,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,12635,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,12635,generalisation,diff,post,0.7201981867814033
gpt2-xl,alphaedit,counterfact,12635,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,12635,specificity,success,post,0.0
gpt2-xl,alphaedit,counterfact,12635,specificity,diff,post,-0.03924008925837809
gpt2-xl,alphaedit,counterfact,12635,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,12635,target_close_neighbour,success,post,0.0
gpt2-xl,alphaedit,counterfact,12635,target_close_neighbour,diff,post,-0.0006724907505742834
gpt2-xl,alphaedit,counterfact,12635,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,3748,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,3748,efficacy,diff,pre,-0.003125351779197841
gpt2-xl,alphaedit,counterfact,3748,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,3748,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,3748,generalisation,diff,pre,-0.061085948965683784
gpt2-xl,alphaedit,counterfact,3748,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,3748,specificity,success,pre,0.8
gpt2-xl,alphaedit,counterfact,3748,specificity,diff,pre,-0.003962774145500533
gpt2-xl,alphaedit,counterfact,3748,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,3748,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,3748,target_close_neighbour,diff,pre,0.017119641893827302
gpt2-xl,alphaedit,counterfact,3748,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,3748,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,3748,efficacy,diff,post,0.9928843233611522
gpt2-xl,alphaedit,counterfact,3748,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,3748,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,3748,generalisation,diff,post,0.9498563791508683
gpt2-xl,alphaedit,counterfact,3748,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,3748,specificity,success,post,0.8
gpt2-xl,alphaedit,counterfact,3748,specificity,diff,post,-0.003932786724831328
gpt2-xl,alphaedit,counterfact,3748,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,3748,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,3748,target_close_neighbour,diff,post,0.023342209885406064
gpt2-xl,alphaedit,counterfact,3748,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,17374,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,17374,efficacy,diff,pre,0.003738756798747065
gpt2-xl,alphaedit,counterfact,17374,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,17374,generalisation,success,pre,1.0
gpt2-xl,alphaedit,counterfact,17374,generalisation,diff,pre,0.018065201952244685
gpt2-xl,alphaedit,counterfact,17374,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,17374,specificity,success,pre,0.2
gpt2-xl,alphaedit,counterfact,17374,specificity,diff,pre,-0.07809244857272404
gpt2-xl,alphaedit,counterfact,17374,specificity,acc,pre,0.2
gpt2-xl,alphaedit,counterfact,17374,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,17374,target_close_neighbour,diff,pre,0.3357145112994548
gpt2-xl,alphaedit,counterfact,17374,target_close_neighbour,acc,pre,0.9
gpt2-xl,alphaedit,counterfact,17374,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,17374,efficacy,diff,post,0.9972127688829063
gpt2-xl,alphaedit,counterfact,17374,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,17374,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,17374,generalisation,diff,post,0.9872239503322457
gpt2-xl,alphaedit,counterfact,17374,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,17374,specificity,success,post,0.2
gpt2-xl,alphaedit,counterfact,17374,specificity,diff,post,-0.0991058228169855
gpt2-xl,alphaedit,counterfact,17374,specificity,acc,post,0.4
gpt2-xl,alphaedit,counterfact,17374,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,17374,target_close_neighbour,diff,post,0.391540621320216
gpt2-xl,alphaedit,counterfact,17374,target_close_neighbour,acc,post,0.9
gpt2-xl,alphaedit,counterfact,2723,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,2723,efficacy,diff,pre,0.00019520204927298273
gpt2-xl,alphaedit,counterfact,2723,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2723,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,2723,generalisation,diff,pre,-9.879943648433946e-05
gpt2-xl,alphaedit,counterfact,2723,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2723,specificity,success,pre,0.3
gpt2-xl,alphaedit,counterfact,2723,specificity,diff,pre,-0.0004343884185122344
gpt2-xl,alphaedit,counterfact,2723,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2723,target_close_neighbour,success,pre,0.4
gpt2-xl,alphaedit,counterfact,2723,target_close_neighbour,diff,pre,8.886559154774949e-05
gpt2-xl,alphaedit,counterfact,2723,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2723,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,2723,efficacy,diff,post,0.9725512375869588
gpt2-xl,alphaedit,counterfact,2723,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,2723,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,2723,generalisation,diff,post,0.002949342759329652
gpt2-xl,alphaedit,counterfact,2723,generalisation,acc,post,0.0
gpt2-xl,alphaedit,counterfact,2723,specificity,success,post,0.3
gpt2-xl,alphaedit,counterfact,2723,specificity,diff,post,-0.0003238956852999966
gpt2-xl,alphaedit,counterfact,2723,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,2723,target_close_neighbour,success,post,0.5
gpt2-xl,alphaedit,counterfact,2723,target_close_neighbour,diff,post,0.00016914700246457062
gpt2-xl,alphaedit,counterfact,2723,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,counterfact,2759,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,2759,efficacy,diff,pre,-0.3765722478258968
gpt2-xl,alphaedit,counterfact,2759,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2759,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,2759,generalisation,diff,pre,-0.2445980875509764
gpt2-xl,alphaedit,counterfact,2759,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2759,specificity,success,pre,0.0
gpt2-xl,alphaedit,counterfact,2759,specificity,diff,pre,-0.2947850167349767
gpt2-xl,alphaedit,counterfact,2759,specificity,acc,pre,0.7
gpt2-xl,alphaedit,counterfact,2759,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,2759,target_close_neighbour,diff,pre,0.31964455846070716
gpt2-xl,alphaedit,counterfact,2759,target_close_neighbour,acc,pre,0.7
gpt2-xl,alphaedit,counterfact,2759,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,2759,efficacy,diff,post,0.9893152505935386
gpt2-xl,alphaedit,counterfact,2759,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,2759,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,2759,generalisation,diff,post,0.9444782346933763
gpt2-xl,alphaedit,counterfact,2759,generalisation,acc,post,1.0
gpt2-xl,alphaedit,counterfact,2759,specificity,success,post,0.9
gpt2-xl,alphaedit,counterfact,2759,specificity,diff,post,0.7771936662369568
gpt2-xl,alphaedit,counterfact,2759,specificity,acc,post,0.1
gpt2-xl,alphaedit,counterfact,2759,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,2759,target_close_neighbour,diff,post,0.3127632561041956
gpt2-xl,alphaedit,counterfact,2759,target_close_neighbour,acc,post,0.8
gpt2-xl,alphaedit,counterfact,21054,efficacy,success,pre,0.0
gpt2-xl,alphaedit,counterfact,21054,efficacy,diff,pre,-0.08782416205657867
gpt2-xl,alphaedit,counterfact,21054,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,21054,generalisation,success,pre,0.0
gpt2-xl,alphaedit,counterfact,21054,generalisation,diff,pre,-0.011692370943539372
gpt2-xl,alphaedit,counterfact,21054,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,21054,specificity,success,pre,0.4
gpt2-xl,alphaedit,counterfact,21054,specificity,diff,pre,-0.12659360919706902
gpt2-xl,alphaedit,counterfact,21054,specificity,acc,pre,0.2
gpt2-xl,alphaedit,counterfact,21054,target_close_neighbour,success,pre,1.0
gpt2-xl,alphaedit,counterfact,21054,target_close_neighbour,diff,pre,0.24792157114786048
gpt2-xl,alphaedit,counterfact,21054,target_close_neighbour,acc,pre,0.6
gpt2-xl,alphaedit,counterfact,21054,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,21054,efficacy,diff,post,0.969783682363451
gpt2-xl,alphaedit,counterfact,21054,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,21054,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,21054,generalisation,diff,post,0.01142823592200191
gpt2-xl,alphaedit,counterfact,21054,generalisation,acc,post,0.0
gpt2-xl,alphaedit,counterfact,21054,specificity,success,post,0.4
gpt2-xl,alphaedit,counterfact,21054,specificity,diff,post,-0.12771464237851776
gpt2-xl,alphaedit,counterfact,21054,specificity,acc,post,0.2
gpt2-xl,alphaedit,counterfact,21054,target_close_neighbour,success,post,1.0
gpt2-xl,alphaedit,counterfact,21054,target_close_neighbour,diff,post,0.25574847498149234
gpt2-xl,alphaedit,counterfact,21054,target_close_neighbour,acc,post,0.6
gpt2-xl,alphaedit,counterfact,12756,efficacy,success,pre,1.0
gpt2-xl,alphaedit,counterfact,12756,efficacy,diff,pre,1.6569000798416377e-05
gpt2-xl,alphaedit,counterfact,12756,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12756,generalisation,success,pre,0.5
gpt2-xl,alphaedit,counterfact,12756,generalisation,diff,pre,-0.0003065718983624024
gpt2-xl,alphaedit,counterfact,12756,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12756,specificity,success,pre,1.0
gpt2-xl,alphaedit,counterfact,12756,specificity,diff,pre,0.00013687297838591814
gpt2-xl,alphaedit,counterfact,12756,specificity,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12756,target_close_neighbour,success,pre,0.9
gpt2-xl,alphaedit,counterfact,12756,target_close_neighbour,diff,pre,0.00029018560339175625
gpt2-xl,alphaedit,counterfact,12756,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,12756,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,12756,efficacy,diff,post,0.9955188697292581
gpt2-xl,alphaedit,counterfact,12756,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,12756,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,12756,generalisation,diff,post,0.37576107614305404
gpt2-xl,alphaedit,counterfact,12756,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,12756,specificity,success,post,1.0
gpt2-xl,alphaedit,counterfact,12756,specificity,diff,post,0.01736994775851505
gpt2-xl,alphaedit,counterfact,12756,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,12756,target_close_neighbour,success,post,0.9
gpt2-xl,alphaedit,counterfact,12756,target_close_neighbour,diff,post,0.0048658255524996015
