model,method,bench,case,category,measure,phase,value
gpt2-xl,alphaedit,counterfact,2,target_close_neighbour,success,pre,0.7
gpt2-xl,alphaedit,counterfact,2,target_close_neighbour,diff,pre,0.006844458774199277
gpt2-xl,alphaedit,counterfact,2,target_close_neighbour,acc,pre,0.0
gpt2-xl,alphaedit,counterfact,2,efficacy,success,post,1.0
gpt2-xl,alphaedit,counterfact,2,efficacy,diff,post,0.9907640986511519
gpt2-xl,alphaedit,counterfact,2,efficacy,acc,post,1.0
gpt2-xl,alphaedit,counterfact,2,generalisation,success,post,1.0
gpt2-xl,alphaedit,counterfact,2,generalisation,diff,post,0.47007482711844295
gpt2-xl,alphaedit,counterfact,2,generalisation,acc,post,0.5
gpt2-xl,alphaedit,counterfact,2,specificity,success,post,0.6
gpt2-xl,alphaedit,counterfact,2,specificity,diff,post,-0.002399747902169039
gpt2-xl,alphaedit,counterfact,2,specificity,acc,post,0.0
gpt2-xl,alphaedit,counterfact,2,target_close_neighbour,success,post,0.7
gpt2-xl,alphaedit,counterfact,2,target_close_neighbour,diff,post,0.009339811931097598
gpt2-xl,alphaedit,counterfact,2,target_close_neighbour,acc,post,0.0
gpt2-xl,alphaedit,mquake,1,efficacy,success,pre,0.5
gpt2-xl,alphaedit,mquake,1,efficacy,diff,pre,0.07306973828161172
gpt2-xl,alphaedit,mquake,1,efficacy,acc,pre,0.35714285714285715
gpt2-xl,alphaedit,mquake,1,single_hop,success,pre,0.5
gpt2-xl,alphaedit,mquake,1,single_hop,diff,pre,0.07306973828161172
gpt2-xl,alphaedit,mquake,1,single_hop,acc,pre,0.35714285714285715
gpt2-xl,alphaedit,mquake,1,multihop,hit,pre,0.0
gpt2-xl,alphaedit,mquake,1,efficacy,success,post,1.0
gpt2-xl,alphaedit,mquake,1,efficacy,diff,post,0.9827395884202655
gpt2-xl,alphaedit,mquake,1,efficacy,acc,post,1.0
gpt2-xl,alphaedit,mquake,1,single_hop,success,post,1.0
gpt2-xl,alphaedit,mquake,1,single_hop,diff,post,0.9827395884202655
gpt2-xl,alphaedit,mquake,1,single_hop,acc,post,1.0
gpt2-xl,alphaedit,mquake,1,multihop,hit,post,0.0
gpt2-xl,alphaedit,mquake,2,efficacy,success,pre,0.0
gpt2-xl,alphaedit,mquake,2,efficacy,diff,pre,-0.12840998488189664
gpt2-xl,alphaedit,mquake,2,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,mquake,2,single_hop,success,pre,0.5
gpt2-xl,alphaedit,mquake,2,single_hop,diff,pre,-0.06177679998938742
gpt2-xl,alphaedit,mquake,2,single_hop,acc,pre,0.0
gpt2-xl,alphaedit,mquake,2,multihop,hit,pre,0.0
gpt2-xl,alphaedit,mquake,2,efficacy,success,post,1.0
gpt2-xl,alphaedit,mquake,2,efficacy,diff,post,0.979358092122796
gpt2-xl,alphaedit,mquake,2,efficacy,acc,post,1.0
gpt2-xl,alphaedit,mquake,2,single_hop,success,post,1.0
gpt2-xl,alphaedit,mquake,2,single_hop,diff,post,0.4920345620804876
gpt2-xl,alphaedit,mquake,2,single_hop,acc,post,0.5
gpt2-xl,alphaedit,mquake,2,multihop,hit,post,0.0
gpt2-xl,alphaedit,mquake,3,efficacy,success,pre,0.0
gpt2-xl,alphaedit,mquake,3,efficacy,diff,pre,-0.08145391641925212
gpt2-xl,alphaedit,mquake,3,efficacy,acc,pre,0.5
gpt2-xl,alphaedit,mquake,3,single_hop,success,pre,0.5
gpt2-xl,alphaedit,mquake,3,single_hop,diff,pre,-0.0405034361357399
gpt2-xl,alphaedit,mquake,3,single_hop,acc,pre,0.25
gpt2-xl,alphaedit,mquake,3,multihop,hit,pre,0.0
gpt2-xl,alphaedit,mquake,3,efficacy,success,post,1.0
gpt2-xl,alphaedit,mquake,3,efficacy,diff,post,0.0564453611049176
gpt2-xl,alphaedit,mquake,3,efficacy,acc,post,0.5
gpt2-xl,alphaedit,mquake,3,single_hop,success,post,1.0
gpt2-xl,alphaedit,mquake,3,single_hop,diff,post,0.028501497479977177
gpt2-xl,alphaedit,mquake,3,single_hop,acc,post,0.25
gpt2-xl,alphaedit,mquake,3,multihop,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_preservation,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_compositional_i,hit,post,0.42857142857142855
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_relation_specificity,hit,post,0.1111111111111111
gpt2-xl,alphaedit,ripple,ripple_popular_row0,ripple_preservation,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_preservation,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_compositional_i,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_relation_specificity,hit,post,0.1111111111111111
gpt2-xl,alphaedit,ripple,ripple_popular_row2,ripple_preservation,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row0,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,ripple_compositional_i,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row1,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row2,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row2,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row2,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_random_row2,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_random_row2,ripple_compositional_i,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_random_row2,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row0,efficacy,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row0,efficacy,diff,pre,-0.0005764174707755948
gpt2-xl,alphaedit,zsre,zsre_row0,efficacy,acc,pre,0.3333333333333333
gpt2-xl,alphaedit,zsre,zsre_row0,generalisation,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row0,generalisation,diff,pre,-0.002501691335092246
gpt2-xl,alphaedit,zsre,zsre_row0,generalisation,acc,pre,0.3333333333333333
gpt2-xl,alphaedit,zsre,zsre_row0,specificity,success,pre,1.0
gpt2-xl,alphaedit,zsre,zsre_row0,specificity,diff,pre,0.0002046845795470628
gpt2-xl,alphaedit,zsre,zsre_row0,specificity,acc,pre,0.3333333333333333
gpt2-xl,alphaedit,zsre,zsre_row0,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row0,efficacy,diff,post,0.9295042024969625
gpt2-xl,alphaedit,zsre,zsre_row0,efficacy,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row0,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row0,generalisation,diff,post,0.15550902432789665
gpt2-xl,alphaedit,zsre,zsre_row0,generalisation,acc,post,0.6666666666666666
gpt2-xl,alphaedit,zsre,zsre_row0,specificity,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row0,specificity,diff,post,0.000317121831884658
gpt2-xl,alphaedit,zsre,zsre_row0,specificity,acc,post,0.3333333333333333
gpt2-xl,alphaedit,zsre,zsre_row1,efficacy,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row1,efficacy,diff,pre,-0.02953277586544776
gpt2-xl,alphaedit,zsre,zsre_row1,efficacy,acc,pre,0.5
gpt2-xl,alphaedit,zsre,zsre_row1,generalisation,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row1,generalisation,diff,pre,-0.01901215584201373
gpt2-xl,alphaedit,zsre,zsre_row1,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row1,specificity,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row1,specificity,diff,pre,-0.005373715503999106
gpt2-xl,alphaedit,zsre,zsre_row1,specificity,acc,pre,0.5
gpt2-xl,alphaedit,zsre,zsre_row1,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row1,efficacy,diff,post,0.8490024704786816
gpt2-xl,alphaedit,zsre,zsre_row1,efficacy,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row1,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row1,generalisation,diff,post,0.5738588716734263
gpt2-xl,alphaedit,zsre,zsre_row1,generalisation,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row1,specificity,success,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row1,specificity,diff,post,-0.0053918838903811266
gpt2-xl,alphaedit,zsre,zsre_row1,specificity,acc,post,0.5
gpt2-xl,alphaedit,zsre,zsre_row2,efficacy,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row2,efficacy,diff,pre,-2.442762706981668e-07
gpt2-xl,alphaedit,zsre,zsre_row2,efficacy,acc,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row2,generalisation,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row2,generalisation,diff,pre,-3.203728883827346e-07
gpt2-xl,alphaedit,zsre,zsre_row2,generalisation,acc,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row2,specificity,success,pre,0.0
gpt2-xl,alphaedit,zsre,zsre_row2,specificity,diff,pre,-0.004939125528424883
gpt2-xl,alphaedit,zsre,zsre_row2,specificity,acc,pre,0.6666666666666666
gpt2-xl,alphaedit,zsre,zsre_row2,efficacy,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row2,efficacy,diff,post,0.9901788144203105
gpt2-xl,alphaedit,zsre,zsre_row2,efficacy,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row2,generalisation,success,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row2,generalisation,diff,post,0.7741660219262021
gpt2-xl,alphaedit,zsre,zsre_row2,generalisation,acc,post,1.0
gpt2-xl,alphaedit,zsre,zsre_row2,specificity,success,post,0.0
gpt2-xl,alphaedit,zsre,zsre_row2,specificity,diff,post,-0.004865703539766212
gpt2-xl,alphaedit,zsre,zsre_row2,specificity,acc,post,0.6666666666666666
gpt2-xl,anyedit,counterfact,0,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,0,efficacy,diff,pre,-0.37617651698075644
gpt2-xl,anyedit,counterfact,0,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,0,generalisation,success,pre,1.0
gpt2-xl,anyedit,counterfact,0,generalisation,diff,pre,0.0005171306729141865
gpt2-xl,anyedit,counterfact,0,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,0,specificity,success,pre,0.0
gpt2-xl,anyedit,counterfact,0,specificity,diff,pre,-0.3224642760423937
gpt2-xl,anyedit,counterfact,0,specificity,acc,pre,0.7
gpt2-xl,anyedit,counterfact,0,target_close_neighbour,success,pre,1.0
gpt2-xl,anyedit,counterfact,0,target_close_neighbour,diff,pre,0.07185565722335695
gpt2-xl,anyedit,counterfact,0,target_close_neighbour,acc,pre,0.4
gpt2-xl,anyedit,counterfact,0,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,0,efficacy,diff,post,0.810057145550344
gpt2-xl,anyedit,counterfact,0,efficacy,acc,post,1.0
gpt2-xl,anyedit,counterfact,0,generalisation,success,post,1.0
gpt2-xl,anyedit,counterfact,0,generalisation,diff,post,0.0012681173629869565
gpt2-xl,anyedit,counterfact,0,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,0,specificity,success,post,0.2
gpt2-xl,anyedit,counterfact,0,specificity,diff,post,-0.2152517442800496
gpt2-xl,anyedit,counterfact,0,specificity,acc,post,0.5
gpt2-xl,anyedit,counterfact,0,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,0,target_close_neighbour,diff,post,0.2032581730448076
gpt2-xl,anyedit,counterfact,0,target_close_neighbour,acc,post,0.4
gpt2-xl,anyedit,counterfact,1,efficacy,success,pre,0.0
gpt2-xl,anyedit,counterfact,1,efficacy,diff,pre,-0.10433664415338888
gpt2-xl,anyedit,counterfact,1,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,1,generalisation,success,pre,0.0
gpt2-xl,anyedit,counterfact,1,generalisation,diff,pre,-0.0010584796715423853
gpt2-xl,anyedit,counterfact,1,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,1,specificity,success,pre,0.7
gpt2-xl,anyedit,counterfact,1,specificity,diff,pre,0.025185032982237548
gpt2-xl,anyedit,counterfact,1,specificity,acc,pre,0.1
gpt2-xl,anyedit,counterfact,1,target_close_neighbour,success,pre,1.0
gpt2-xl,anyedit,counterfact,1,target_close_neighbour,diff,pre,0.11009343599061741
gpt2-xl,anyedit,counterfact,1,target_close_neighbour,acc,pre,0.3
gpt2-xl,anyedit,counterfact,1,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,1,efficacy,diff,post,0.9379651991950944
gpt2-xl,anyedit,counterfact,1,efficacy,acc,post,1.0
gpt2-xl,anyedit,counterfact,1,generalisation,success,post,0.0
gpt2-xl,anyedit,counterfact,1,generalisation,diff,post,-0.0012297479495582521
gpt2-xl,anyedit,counterfact,1,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,1,specificity,success,post,1.0
gpt2-xl,anyedit,counterfact,1,specificity,diff,post,0.2686836167367302
gpt2-xl,anyedit,counterfact,1,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,1,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,1,target_close_neighbour,diff,post,0.24365039156199947
gpt2-xl,anyedit,counterfact,1,target_close_neighbour,acc,post,0.5
gpt2-xl,anyedit,counterfact,2,efficacy,success,pre,1.0
gpt2-xl,anyedit,counterfact,2,efficacy,diff,pre,2.8234194909068148e-05
gpt2-xl,anyedit,counterfact,2,efficacy,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,generalisation,success,pre,0.5
gpt2-xl,anyedit,counterfact,2,generalisation,diff,pre,0.013870785335809153
gpt2-xl,anyedit,counterfact,2,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,specificity,success,pre,0.6
gpt2-xl,anyedit,counterfact,2,specificity,diff,pre,-0.0022553692823553133
gpt2-xl,anyedit,counterfact,2,specificity,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,success,pre,0.7
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,diff,pre,0.006844458774199277
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,2,efficacy,diff,post,0.00136550294692295
gpt2-xl,anyedit,counterfact,2,efficacy,acc,post,0.0
gpt2-xl,anyedit,counterfact,2,generalisation,success,post,0.5
gpt2-xl,anyedit,counterfact,2,generalisation,diff,post,0.019829451303874417
gpt2-xl,anyedit,counterfact,2,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,2,specificity,success,post,0.7
gpt2-xl,anyedit,counterfact,2,specificity,diff,post,0.0006667545259834586
gpt2-xl,anyedit,counterfact,2,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,diff,post,0.009049069267881318
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,acc,post,0.0
gpt2-xl,anyedit,mquake,1,efficacy,success,pre,0.5
gpt2-xl,anyedit,mquake,1,efficacy,diff,pre,0.07306973828161172
gpt2-xl,anyedit,mquake,1,efficacy,acc,pre,0.35714285714285715
gpt2-xl,anyedit,mquake,1,single_hop,success,pre,0.5
gpt2-xl,anyedit,mquake,1,single_hop,diff,pre,0.07306973828161172
gpt2-xl,anyedit,mquake,1,single_hop,acc,pre,0.35714285714285715
gpt2-xl,anyedit,mquake,1,multihop,hit,pre,0.0
gpt2-xl,anyedit,mquake,1,efficacy,success,post,1.0
gpt2-xl,anyedit,mquake,1,efficacy,diff,post,0.8301196989419903
gpt2-xl,anyedit,mquake,1,efficacy,acc,post,1.0
gpt2-xl,anyedit,mquake,1,single_hop,success,post,1.0
gpt2-xl,anyedit,mquake,1,single_hop,diff,post,0.8301196989419903
gpt2-xl,anyedit,mquake,1,single_hop,acc,post,1.0
gpt2-xl,anyedit,mquake,1,multihop,hit,post,0.0
gpt2-xl,anyedit,mquake,2,efficacy,success,pre,0.0
gpt2-xl,anyedit,mquake,2,efficacy,diff,pre,-0.12840998488189664
gpt2-xl,anyedit,mquake,2,efficacy,acc,pre,0.0
gpt2-xl,anyedit,mquake,2,single_hop,success,pre,0.5
gpt2-xl,anyedit,mquake,2,single_hop,diff,pre,-0.06177679998938742
gpt2-xl,anyedit,mquake,2,single_hop,acc,pre,0.0
gpt2-xl,anyedit,mquake,2,multihop,hit,pre,0.0
gpt2-xl,anyedit,mquake,2,efficacy,success,post,1.0
gpt2-xl,anyedit,mquake,2,efficacy,diff,post,0.017364002608650293
gpt2-xl,anyedit,mquake,2,efficacy,acc,post,0.3333333333333333
gpt2-xl,anyedit,mquake,2,single_hop,success,post,1.0
gpt2-xl,anyedit,mquake,2,single_hop,diff,post,0.011256698887799534
gpt2-xl,anyedit,mquake,2,single_hop,acc,post,0.16666666666666666
gpt2-xl,anyedit,mquake,2,multihop,hit,post,0.0
gpt2-xl,anyedit,mquake,3,efficacy,success,pre,0.0
gpt2-xl,anyedit,mquake,3,efficacy,diff,pre,-0.08145391641925212
gpt2-xl,anyedit,mquake,3,efficacy,acc,pre,0.5
gpt2-xl,anyedit,mquake,3,single_hop,success,pre,0.5
gpt2-xl,anyedit,mquake,3,single_hop,diff,pre,-0.0405034361357399
gpt2-xl,anyedit,mquake,3,single_hop,acc,pre,0.25
gpt2-xl,anyedit,mquake,3,multihop,hit,pre,0.0
gpt2-xl,anyedit,mquake,3,efficacy,success,post,1.0
gpt2-xl,anyedit,mquake,3,efficacy,diff,post,0.9963682154397906
gpt2-xl,anyedit,mquake,3,efficacy,acc,post,1.0
gpt2-xl,anyedit,mquake,3,single_hop,success,post,1.0
gpt2-xl,anyedit,mquake,3,single_hop,diff,post,0.4983757356049241
gpt2-xl,anyedit,mquake,3,single_hop,acc,post,0.5
gpt2-xl,anyedit,mquake,3,multihop,hit,post,0.3333333333333333
gpt2-xl,anyedit,ripple,ripple_popular_row0,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_compositional_i,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_aliasing,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_preservation,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,efficacy,hit,post,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_compositional_i,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_aliasing,hit,post,1.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_relation_specificity,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row0,ripple_preservation,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_logical,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_compositional_i,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_aliasing,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_preservation,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_logical,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_compositional_i,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_aliasing,hit,post,0.5
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_relation_specificity,hit,post,0.2222222222222222
gpt2-xl,anyedit,ripple,ripple_popular_row2,ripple_preservation,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,efficacy,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,ripple_logical,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,ripple_aliasing,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,efficacy,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,ripple_logical,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,ripple_aliasing,hit,post,0.0
gpt2-xl,anyedit,ripple,ripple_random_row0,ripple_relation_specificity,hit,post,0.0
