model,method,bench,case,category,measure,phase,value
gpt2-xl,remedi,ripple,ripple_popular_row0,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row0,ripple_preservation,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row0,efficacy,hit,post,1.0
gpt2-xl,remedi,ripple,ripple_popular_row0,ripple_compositional_i,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row0,ripple_aliasing,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row0,ripple_relation_specificity,hit,post,0.2222222222222222
gpt2-xl,remedi,ripple,ripple_popular_row0,ripple_preservation,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,efficacy,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_logical,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_compositional_i,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_aliasing,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_preservation,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,efficacy,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_logical,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_compositional_i,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_aliasing,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_relation_specificity,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_popular_row2,ripple_preservation,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,efficacy,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,ripple_logical,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,ripple_aliasing,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,efficacy,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,ripple_logical,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,ripple_aliasing,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row0,ripple_relation_specificity,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,efficacy,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,ripple_compositional_i,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,ripple_aliasing,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,efficacy,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,ripple_compositional_i,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,ripple_aliasing,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row1,ripple_relation_specificity,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row2,efficacy,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row2,ripple_compositional_i,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row2,ripple_aliasing,hit,pre,0.0
gpt2-xl,remedi,ripple,ripple_random_row2,efficacy,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row2,ripple_compositional_i,hit,post,0.0
gpt2-xl,remedi,ripple,ripple_random_row2,ripple_aliasing,hit,post,0.0
llama3-8b,remedi,counterfact,0,efficacy,success,pre,0.0
llama3-8b,remedi,counterfact,0,efficacy,diff,pre,-0.554447759264991
llama3-8b,remedi,counterfact,0,efficacy,acc,pre,0.0
llama3-8b,remedi,counterfact,0,generalisation,success,pre,0.0
llama3-8b,remedi,counterfact,0,generalisation,diff,pre,-0.017276258042719
llama3-8b,remedi,counterfact,0,generalisation,acc,pre,0.0
llama3-8b,remedi,counterfact,0,specificity,success,pre,0.0
llama3-8b,remedi,counterfact,0,specificity,diff,pre,-0.3691831430535373
llama3-8b,remedi,counterfact,0,specificity,acc,pre,0.5
llama3-8b,remedi,counterfact,0,target_close_neighbour,success,pre,1.0
llama3-8b,remedi,counterfact,0,target_close_neighbour,diff,pre,0.13501298562453548
llama3-8b,remedi,counterfact,0,target_close_neighbour,acc,pre,0.4
llama3-8b,remedi,counterfact,0,efficacy,success,post,1.0
llama3-8b,remedi,counterfact,0,efficacy,diff,post,0.9998613577961112
llama3-8b,remedi,counterfact,0,efficacy,acc,post,1.0
llama3-8b,remedi,counterfact,0,generalisation,success,post,1.0
llama3-8b,remedi,counterfact,0,generalisation,diff,post,0.36286527114813266
llama3-8b,remedi,counterfact,0,generalisation,acc,post,0.5
llama3-8b,remedi,counterfact,0,specificity,success,post,0.0
llama3-8b,remedi,counterfact,0,specificity,diff,post,-0.3691831430535373
llama3-8b,remedi,counterfact,0,specificity,acc,post,0.5
llama3-8b,remedi,counterfact,0,target_close_neighbour,success,post,1.0
llama3-8b,remedi,counterfact,0,target_close_neighbour,diff,post,0.13501298562453548
llama3-8b,remedi,counterfact,0,target_close_neighbour,acc,post,0.4
llama3-8b,remedi,counterfact,1,efficacy,success,pre,0.0
llama3-8b,remedi,counterfact,1,efficacy,diff,pre,-0.15195808065583227
llama3-8b,remedi,counterfact,1,efficacy,acc,pre,0.0
llama3-8b,remedi,counterfact,1,generalisation,success,pre,0.0
llama3-8b,remedi,counterfact,1,generalisation,diff,pre,-0.03057342970014454
llama3-8b,remedi,counterfact,1,generalisation,acc,pre,0.0
llama3-8b,remedi,counterfact,1,specificity,success,pre,0.4
llama3-8b,remedi,counterfact,1,specificity,diff,pre,-0.007853033098426339
llama3-8b,remedi,counterfact,1,specificity,acc,pre,0.0
llama3-8b,remedi,counterfact,1,target_close_neighbour,success,pre,1.0
llama3-8b,remedi,counterfact,1,target_close_neighbour,diff,pre,0.12185462705339314
llama3-8b,remedi,counterfact,1,target_close_neighbour,acc,pre,0.2
llama3-8b,remedi,counterfact,1,efficacy,success,post,1.0
llama3-8b,remedi,counterfact,1,efficacy,diff,post,0.6121700347915654
llama3-8b,remedi,counterfact,1,efficacy,acc,post,1.0
llama3-8b,remedi,counterfact,1,generalisation,success,post,1.0
llama3-8b,remedi,counterfact,1,generalisation,diff,post,0.5336438971798212
llama3-8b,remedi,counterfact,1,generalisation,acc,post,0.5
llama3-8b,remedi,counterfact,1,specificity,success,post,0.4
llama3-8b,remedi,counterfact,1,specificity,diff,post,-0.007853033098426339
llama3-8b,remedi,counterfact,1,specificity,acc,post,0.0
llama3-8b,remedi,counterfact,1,target_close_neighbour,success,post,1.0
llama3-8b,remedi,counterfact,1,target_close_neighbour,diff,post,0.12185462705339314
llama3-8b,remedi,counterfact,1,target_close_neighbour,acc,post,0.2
llama3-8b,remedi,counterfact,2,efficacy,success,pre,1.0
llama3-8b,remedi,counterfact,2,efficacy,diff,pre,2.1259822173694097e-05
llama3-8b,remedi,counterfact,2,efficacy,acc,pre,0.0
llama3-8b,remedi,counterfact,2,generalisation,success,pre,1.0
llama3-8b,remedi,counterfact,2,generalisation,diff,pre,0.041588110685158136
llama3-8b,remedi,counterfact,2,generalisation,acc,pre,0.5
llama3-8b,remedi,counterfact,2,specificity,success,pre,0.6
llama3-8b,remedi,counterfact,2,specificity,diff,pre,-0.016179983789135374
llama3-8b,remedi,counterfact,2,specificity,acc,pre,0.2
llama3-8b,remedi,counterfact,2,target_close_neighbour,success,pre,1.0
llama3-8b,remedi,counterfact,2,target_close_neighbour,diff,pre,0.11117857836485087
llama3-8b,remedi,counterfact,2,target_close_neighbour,acc,pre,0.6
llama3-8b,remedi,counterfact,2,efficacy,success,post,1.0
llama3-8b,remedi,counterfact,2,efficacy,diff,post,0.8501570517764505
llama3-8b,remedi,counterfact,2,efficacy,acc,post,1.0
llama3-8b,remedi,counterfact,2,generalisation,success,post,1.0
llama3-8b,remedi,counterfact,2,generalisation,diff,post,0.33463790726983217
llama3-8b,remedi,counterfact,2,generalisation,acc,post,0.5
llama3-8b,remedi,counterfact,2,specificity,success,post,0.6
llama3-8b,remedi,counterfact,2,specificity,diff,post,-0.016179983789135374
llama3-8b,remedi,counterfact,2,specificity,acc,post,0.2
llama3-8b,remedi,counterfact,2,target_close_neighbour,success,post,1.0
llama3-8b,remedi,counterfact,2,target_close_neighbour,diff,post,0.11117857836485087
llama3-8b,remedi,counterfact,2,target_close_neighbour,acc,post,0.6
llama3-8b,remedi,ripple,ripple_popular_row0,efficacy,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_compositional_i,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_aliasing,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_relation_specificity,hit,pre,0.7777777777777778
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_preservation,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row0,efficacy,hit,post,1.0
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_compositional_i,hit,post,0.14285714285714285
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_aliasing,hit,post,0.0
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_relation_specificity,hit,post,0.2222222222222222
llama3-8b,remedi,ripple,ripple_popular_row0,ripple_preservation,hit,post,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,efficacy,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_logical,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_compositional_i,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_aliasing,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_relation_specificity,hit,pre,0.5555555555555556
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_preservation,hit,pre,1.0
llama3-8b,remedi,ripple,ripple_popular_row2,efficacy,hit,post,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_logical,hit,post,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_compositional_i,hit,post,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_aliasing,hit,post,0.0
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_relation_specificity,hit,post,0.2222222222222222
llama3-8b,remedi,ripple,ripple_popular_row2,ripple_preservation,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row0,efficacy,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row0,ripple_logical,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row0,ripple_aliasing,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row0,ripple_relation_specificity,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row0,efficacy,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row0,ripple_logical,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row0,ripple_aliasing,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row0,ripple_relation_specificity,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row1,efficacy,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row1,ripple_compositional_i,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row1,ripple_aliasing,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row1,ripple_relation_specificity,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row1,efficacy,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row1,ripple_compositional_i,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row1,ripple_aliasing,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row1,ripple_relation_specificity,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row2,efficacy,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row2,ripple_compositional_i,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row2,ripple_aliasing,hit,pre,0.0
llama3-8b,remedi,ripple,ripple_random_row2,efficacy,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row2,ripple_compositional_i,hit,post,0.0
llama3-8b,remedi,ripple,ripple_random_row2,ripple_aliasing,hit,post,0.0
