model,method,bench,case,category,measure,phase,value
gpt2-xl,anyedit,counterfact,2,generalisation,diff,pre,0.013870785335809153
gpt2-xl,anyedit,counterfact,2,generalisation,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,specificity,success,pre,0.6
gpt2-xl,anyedit,counterfact,2,specificity,diff,pre,-0.0022553692823553133
gpt2-xl,anyedit,counterfact,2,specificity,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,success,pre,0.7
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,diff,pre,0.006844458774199277
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,acc,pre,0.0
gpt2-xl,anyedit,counterfact,2,efficacy,success,post,1.0
gpt2-xl,anyedit,counterfact,2,efficacy,diff,post,0.009369838436115415
gpt2-xl,anyedit,counterfact,2,efficacy,acc,post,0.0
gpt2-xl,anyedit,counterfact,2,generalisation,success,post,0.5
gpt2-xl,anyedit,counterfact,2,generalisation,diff,post,0.020494871133617722
gpt2-xl,anyedit,counterfact,2,generalisation,acc,post,0.0
gpt2-xl,anyedit,counterfact,2,specificity,success,post,0.7
gpt2-xl,anyedit,counterfact,2,specificity,diff,post,0.0015627207523546348
gpt2-xl,anyedit,counterfact,2,specificity,acc,post,0.0
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,success,post,1.0
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,diff,post,0.010290260277793725
gpt2-xl,anyedit,counterfact,2,target_close_neighbour,acc,post,0.1
gpt2-xl,memit,counterfact,0,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,0,efficacy,diff,pre,-0.37617651698075644
gpt2-xl,memit,counterfact,0,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,0,generalisation,success,pre,1.0
gpt2-xl,memit,counterfact,0,generalisation,diff,pre,0.0005171306729141865
gpt2-xl,memit,counterfact,0,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,0,specificity,success,pre,0.0
gpt2-xl,memit,counterfact,0,specificity,diff,pre,-0.3224642760423937
gpt2-xl,memit,counterfact,0,specificity,acc,pre,0.7
gpt2-xl,memit,counterfact,0,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,0,target_close_neighbour,diff,pre,0.07185565722335695
gpt2-xl,memit,counterfact,0,target_close_neighbour,acc,pre,0.4
gpt2-xl,memit,counterfact,0,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,0,efficacy,diff,post,0.993538149759369
gpt2-xl,memit,counterfact,0,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,0,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,0,generalisation,diff,post,0.008585045954116832
gpt2-xl,memit,counterfact,0,generalisation,acc,post,0.0
gpt2-xl,memit,counterfact,0,specificity,success,post,0.0
gpt2-xl,memit,counterfact,0,specificity,diff,post,-0.3244653434925393
gpt2-xl,memit,counterfact,0,specificity,acc,post,0.7
gpt2-xl,memit,counterfact,0,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,0,target_close_neighbour,diff,post,0.07596584204944476
gpt2-xl,memit,counterfact,0,target_close_neighbour,acc,post,0.4
gpt2-xl,memit,counterfact,1,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,1,efficacy,diff,pre,-0.10433664415338888
gpt2-xl,memit,counterfact,1,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,1,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,1,generalisation,diff,pre,-0.0010584796715423853
gpt2-xl,memit,counterfact,1,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,1,specificity,success,pre,0.7
gpt2-xl,memit,counterfact,1,specificity,diff,pre,0.025185032982237548
gpt2-xl,memit,counterfact,1,specificity,acc,pre,0.1
gpt2-xl,memit,counterfact,1,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,1,target_close_neighbour,diff,pre,0.11009343599061741
gpt2-xl,memit,counterfact,1,target_close_neighbour,acc,pre,0.3
gpt2-xl,memit,counterfact,1,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,1,efficacy,diff,post,0.9836621372626636
gpt2-xl,memit,counterfact,1,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,1,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,1,generalisation,diff,post,0.03234545982136788
gpt2-xl,memit,counterfact,1,generalisation,acc,post,0.0
gpt2-xl,memit,counterfact,1,specificity,success,post,0.7
gpt2-xl,memit,counterfact,1,specificity,diff,post,0.03236711744307012
gpt2-xl,memit,counterfact,1,specificity,acc,post,0.1
gpt2-xl,memit,counterfact,1,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,1,target_close_neighbour,diff,post,0.1148903701949628
gpt2-xl,memit,counterfact,1,target_close_neighbour,acc,post,0.2
gpt2-xl,memit,counterfact,2,efficacy,success,pre,1.0
gpt2-xl,memit,counterfact,2,efficacy,diff,pre,2.8234194909068148e-05
gpt2-xl,memit,counterfact,2,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,2,generalisation,success,pre,0.5
gpt2-xl,memit,counterfact,2,generalisation,diff,pre,0.013870785335809153
gpt2-xl,memit,counterfact,2,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,2,specificity,success,pre,0.6
gpt2-xl,memit,counterfact,2,specificity,diff,pre,-0.0022553692823553133
gpt2-xl,memit,counterfact,2,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,2,target_close_neighbour,success,pre,0.7
gpt2-xl,memit,counterfact,2,target_close_neighbour,diff,pre,0.006844458774199277
gpt2-xl,memit,counterfact,2,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,2,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,2,efficacy,diff,post,0.8201335560076544
gpt2-xl,memit,counterfact,2,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,2,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,2,generalisation,diff,post,0.3443916595266168
gpt2-xl,memit,counterfact,2,generalisation,acc,post,0.5
gpt2-xl,memit,counterfact,2,specificity,success,post,0.7
gpt2-xl,memit,counterfact,2,specificity,diff,post,-0.0013743335223287058
gpt2-xl,memit,counterfact,2,specificity,acc,post,0.0
gpt2-xl,memit,counterfact,2,target_close_neighbour,success,post,0.7
gpt2-xl,memit,counterfact,2,target_close_neighbour,diff,post,0.008040275482485258
gpt2-xl,memit,counterfact,2,target_close_neighbour,acc,post,0.0
gpt2-xl,rome,counterfact,0,efficacy,success,pre,0.0
gpt2-xl,rome,counterfact,0,efficacy,diff,pre,-0.37617651698075644
gpt2-xl,rome,counterfact,0,efficacy,acc,pre,0.0
gpt2-xl,rome,counterfact,0,generalisation,success,pre,1.0
gpt2-xl,rome,counterfact,0,generalisation,diff,pre,0.0005171306729141865
gpt2-xl,rome,counterfact,0,generalisation,acc,pre,0.0
gpt2-xl,rome,counterfact,0,specificity,success,pre,0.0
gpt2-xl,rome,counterfact,0,specificity,diff,pre,-0.3224642760423937
gpt2-xl,rome,counterfact,0,specificity,acc,pre,0.7
gpt2-xl,rome,counterfact,0,target_close_neighbour,success,pre,1.0
gpt2-xl,rome,counterfact,0,target_close_neighbour,diff,pre,0.07185565722335695
gpt2-xl,rome,counterfact,0,target_close_neighbour,acc,pre,0.4
gpt2-xl,rome,counterfact,0,efficacy,success,post,1.0
gpt2-xl,rome,counterfact,0,efficacy,diff,post,0.9963279256953104
gpt2-xl,rome,counterfact,0,efficacy,acc,post,1.0
gpt2-xl,rome,counterfact,0,generalisation,success,post,1.0
gpt2-xl,rome,counterfact,0,generalisation,diff,post,0.00610061564980654
gpt2-xl,rome,counterfact,0,generalisation,acc,post,0.0
gpt2-xl,rome,counterfact,0,specificity,success,post,0.0
gpt2-xl,rome,counterfact,0,specificity,diff,post,-0.3282468780121933
gpt2-xl,rome,counterfact,0,specificity,acc,post,0.7
gpt2-xl,rome,counterfact,0,target_close_neighbour,success,post,1.0
gpt2-xl,rome,counterfact,0,target_close_neighbour,diff,post,0.0730234725388104
gpt2-xl,rome,counterfact,0,target_close_neighbour,acc,post,0.4
gpt2-xl,rome,counterfact,1,efficacy,success,pre,0.0
gpt2-xl,rome,counterfact,1,efficacy,diff,pre,-0.10433664415338888
gpt2-xl,rome,counterfact,1,efficacy,acc,pre,0.0
gpt2-xl,rome,counterfact,1,generalisation,success,pre,0.0
gpt2-xl,rome,counterfact,1,generalisation,diff,pre,-0.0010584796715423853
gpt2-xl,rome,counterfact,1,generalisation,acc,pre,0.0
gpt2-xl,rome,counterfact,1,specificity,success,pre,0.7
gpt2-xl,rome,counterfact,1,specificity,diff,pre,0.025185032982237548
gpt2-xl,rome,counterfact,1,specificity,acc,pre,0.1
gpt2-xl,rome,counterfact,1,target_close_neighbour,success,pre,1.0
gpt2-xl,rome,counterfact,1,target_close_neighbour,diff,pre,0.11009343599061741
gpt2-xl,rome,counterfact,1,target_close_neighbour,acc,pre,0.3
gpt2-xl,rome,counterfact,1,efficacy,success,post,1.0
gpt2-xl,rome,counterfact,1,efficacy,diff,post,0.9882576588247247
gpt2-xl,rome,counterfact,1,efficacy,acc,post,1.0
gpt2-xl,rome,counterfact,1,generalisation,success,post,1.0
gpt2-xl,rome,counterfact,1,generalisation,diff,post,0.0489991321514095
gpt2-xl,rome,counterfact,1,generalisation,acc,post,0.0
gpt2-xl,rome,counterfact,1,specificity,success,post,0.7
gpt2-xl,rome,counterfact,1,specificity,diff,post,0.03460098435318363
gpt2-xl,rome,counterfact,1,specificity,acc,post,0.1
gpt2-xl,rome,counterfact,1,target_close_neighbour,success,post,1.0
gpt2-xl,rome,counterfact,1,target_close_neighbour,diff,post,0.11198080115113347
gpt2-xl,rome,counterfact,1,target_close_neighbour,acc,post,0.2
gpt2-xl,rome,counterfact,2,efficacy,success,pre,1.0
gpt2-xl,rome,counterfact,2,efficacy,diff,pre,2.8234194909068148e-05
gpt2-xl,rome,counterfact,2,efficacy,acc,pre,0.0
gpt2-xl,rome,counterfact,2,generalisation,success,pre,0.5
gpt2-xl,rome,counterfact,2,generalisation,diff,pre,0.013870785335809153
gpt2-xl,rome,counterfact,2,generalisation,acc,pre,0.0
gpt2-xl,rome,counterfact,2,specificity,success,pre,0.6
gpt2-xl,rome,counterfact,2,specificity,diff,pre,-0.0022553692823553133
gpt2-xl,rome,counterfact,2,specificity,acc,pre,0.0
gpt2-xl,rome,counterfact,2,target_close_neighbour,success,pre,0.7
gpt2-xl,rome,counterfact,2,target_close_neighbour,diff,pre,0.006844458774199277
gpt2-xl,rome,counterfact,2,target_close_neighbour,acc,pre,0.0
gpt2-xl,rome,counterfact,2,efficacy,success,post,1.0
gpt2-xl,rome,counterfact,2,efficacy,diff,post,0.9886938789788459
gpt2-xl,rome,counterfact,2,efficacy,acc,post,1.0
gpt2-xl,rome,counterfact,2,generalisation,success,post,1.0
gpt2-xl,rome,counterfact,2,generalisation,diff,post,0.4891696291553356
gpt2-xl,rome,counterfact,2,generalisation,acc,post,0.5
gpt2-xl,rome,counterfact,2,specificity,success,post,0.6
gpt2-xl,rome,counterfact,2,specificity,diff,post,-0.002024197905930802
gpt2-xl,rome,counterfact,2,specificity,acc,post,0.0
gpt2-xl,rome,counterfact,2,target_close_neighbour,success,post,0.7
gpt2-xl,rome,counterfact,2,target_close_neighbour,diff,post,0.00759509538407224
gpt2-xl,rome,counterfact,2,target_close_neighbour,acc,post,0.0
llama3-8b,anyedit,counterfact,0,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,0,efficacy,diff,pre,-0.554447759264991
llama3-8b,anyedit,counterfact,0,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,0,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,0,generalisation,diff,pre,-0.017276258042719
llama3-8b,anyedit,counterfact,0,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,0,specificity,success,pre,0.0
llama3-8b,anyedit,counterfact,0,specificity,diff,pre,-0.3691831430535373
llama3-8b,anyedit,counterfact,0,specificity,acc,pre,0.5
llama3-8b,anyedit,counterfact,0,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,0,target_close_neighbour,diff,pre,0.13501298562453548
llama3-8b,anyedit,counterfact,0,target_close_neighbour,acc,pre,0.4
llama3-8b,anyedit,counterfact,0,efficacy,success,post,0.0
llama3-8b,anyedit,counterfact,0,efficacy,diff,post,-1.4809345414204783e-05
llama3-8b,anyedit,counterfact,0,efficacy,acc,post,0.0
llama3-8b,anyedit,counterfact,0,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,0,generalisation,diff,post,-0.002552936751698444
llama3-8b,anyedit,counterfact,0,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,0,specificity,success,post,0.4
llama3-8b,anyedit,counterfact,0,specificity,diff,post,0.12330872471876164
llama3-8b,anyedit,counterfact,0,specificity,acc,post,0.1
llama3-8b,anyedit,counterfact,0,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,0,target_close_neighbour,diff,post,0.028382463820333208
llama3-8b,anyedit,counterfact,0,target_close_neighbour,acc,post,0.0
llama3-8b,anyedit,counterfact,1,efficacy,success,pre,0.0
llama3-8b,anyedit,counterfact,1,efficacy,diff,pre,-0.15195808065583227
llama3-8b,anyedit,counterfact,1,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,1,generalisation,success,pre,0.0
llama3-8b,anyedit,counterfact,1,generalisation,diff,pre,-0.03057342970014454
llama3-8b,anyedit,counterfact,1,generalisation,acc,pre,0.0
llama3-8b,anyedit,counterfact,1,specificity,success,pre,0.4
llama3-8b,anyedit,counterfact,1,specificity,diff,pre,-0.007853033098426339
llama3-8b,anyedit,counterfact,1,specificity,acc,pre,0.0
llama3-8b,anyedit,counterfact,1,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,1,target_close_neighbour,diff,pre,0.12185462705339314
llama3-8b,anyedit,counterfact,1,target_close_neighbour,acc,pre,0.2
llama3-8b,anyedit,counterfact,1,efficacy,success,post,0.0
llama3-8b,anyedit,counterfact,1,efficacy,diff,post,-1.415782232857153e-07
llama3-8b,anyedit,counterfact,1,efficacy,acc,post,0.0
llama3-8b,anyedit,counterfact,1,generalisation,success,post,0.0
llama3-8b,anyedit,counterfact,1,generalisation,diff,post,-0.011896735487321114
llama3-8b,anyedit,counterfact,1,generalisation,acc,post,0.0
llama3-8b,anyedit,counterfact,1,specificity,success,post,0.3
llama3-8b,anyedit,counterfact,1,specificity,diff,post,-0.0005249390544828028
llama3-8b,anyedit,counterfact,1,specificity,acc,post,0.0
llama3-8b,anyedit,counterfact,1,target_close_neighbour,success,post,0.9
llama3-8b,anyedit,counterfact,1,target_close_neighbour,diff,post,0.0437854710775744
llama3-8b,anyedit,counterfact,1,target_close_neighbour,acc,post,0.2
llama3-8b,anyedit,counterfact,2,efficacy,success,pre,1.0
llama3-8b,anyedit,counterfact,2,efficacy,diff,pre,2.1259822173694097e-05
llama3-8b,anyedit,counterfact,2,efficacy,acc,pre,0.0
llama3-8b,anyedit,counterfact,2,generalisation,success,pre,1.0
llama3-8b,anyedit,counterfact,2,generalisation,diff,pre,0.041588110685158136
llama3-8b,anyedit,counterfact,2,generalisation,acc,pre,0.5
llama3-8b,anyedit,counterfact,2,specificity,success,pre,0.6
llama3-8b,anyedit,counterfact,2,specificity,diff,pre,-0.016179983789135374
llama3-8b,anyedit,counterfact,2,specificity,acc,pre,0.2
llama3-8b,anyedit,counterfact,2,target_close_neighbour,success,pre,1.0
llama3-8b,anyedit,counterfact,2,target_close_neighbour,diff,pre,0.11117857836485087
llama3-8b,anyedit,counterfact,2,target_close_neighbour,acc,pre,0.6
llama3-8b,anyedit,counterfact,2,efficacy,success,post,1.0
llama3-8b,anyedit,counterfact,2,efficacy,diff,post,0.00010867060487139307
llama3-8b,anyedit,counterfact,2,efficacy,acc,post,0.0
llama3-8b,anyedit,counterfact,2,generalisation,success,post,1.0
llama3-8b,anyedit,counterfact,2,generalisation,diff,post,0.04743131635219806
llama3-8b,anyedit,counterfact,2,generalisation,acc,post,0.5
llama3-8b,anyedit,counterfact,2,specificity,success,post,0.6
llama3-8b,anyedit,counterfact,2,specificity,diff,post,-0.01674987461873689
llama3-8b,anyedit,counterfact,2,specificity,acc,post,0.3
llama3-8b,anyedit,counterfact,2,target_close_neighbour,success,post,1.0
llama3-8b,anyedit,counterfact,2,target_close_neighbour,diff,post,0.10996359902280801
llama3-8b,anyedit,counterfact,2,target_close_neighbour,acc,post,0.5
llama3-8b,memit,counterfact,0,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,0,efficacy,diff,pre,-0.554447759264991
llama3-8b,memit,counterfact,0,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,0,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,0,generalisation,diff,pre,-0.017276258042719
llama3-8b,memit,counterfact,0,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,0,specificity,success,pre,0.0
llama3-8b,memit,counterfact,0,specificity,diff,pre,-0.3691831430535373
llama3-8b,memit,counterfact,0,specificity,acc,pre,0.5
llama3-8b,memit,counterfact,0,target_close_neighbour,success,pre,1.0
llama3-8b,memit,counterfact,0,target_close_neighbour,diff,pre,0.13501298562453548
llama3-8b,memit,counterfact,0,target_close_neighbour,acc,pre,0.4
llama3-8b,memit,counterfact,0,efficacy,success,post,1.0
llama3-8b,memit,counterfact,0,efficacy,diff,post,0.8605101530826107
llama3-8b,memit,counterfact,0,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,0,generalisation,success,post,0.5
llama3-8b,memit,counterfact,0,generalisation,diff,post,0.0029492385232166834
llama3-8b,memit,counterfact,0,generalisation,acc,post,0.0
llama3-8b,memit,counterfact,0,specificity,success,post,0.9
llama3-8b,memit,counterfact,0,specificity,diff,post,0.47769079025282285
llama3-8b,memit,counterfact,0,specificity,acc,post,0.0
llama3-8b,memit,counterfact,0,target_close_neighbour,success,post,1.0
llama3-8b,memit,counterfact,0,target_close_neighbour,diff,post,0.21648481355812582
llama3-8b,memit,counterfact,0,target_close_neighbour,acc,post,0.4
llama3-8b,memit,counterfact,1,efficacy,success,pre,0.0
llama3-8b,memit,counterfact,1,efficacy,diff,pre,-0.15195808065583227
llama3-8b,memit,counterfact,1,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,1,generalisation,success,pre,0.0
llama3-8b,memit,counterfact,1,generalisation,diff,pre,-0.03057342970014454
llama3-8b,memit,counterfact,1,generalisation,acc,pre,0.0
llama3-8b,memit,counterfact,1,specificity,success,pre,0.4
llama3-8b,memit,counterfact,1,specificity,diff,pre,-0.007853033098426339
llama3-8b,memit,counterfact,1,specificity,acc,pre,0.0
llama3-8b,memit,counterfact,1,target_close_neighbour,success,pre,1.0
llama3-8b,memit,counterfact,1,target_close_neighbour,diff,pre,0.12185462705339314
llama3-8b,memit,counterfact,1,target_close_neighbour,acc,pre,0.2
llama3-8b,memit,counterfact,1,efficacy,success,post,1.0
llama3-8b,memit,counterfact,1,efficacy,diff,post,0.8541416486389924
llama3-8b,memit,counterfact,1,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,1,generalisation,success,post,1.0
llama3-8b,memit,counterfact,1,generalisation,diff,post,0.6001777774443928
llama3-8b,memit,counterfact,1,generalisation,acc,post,1.0
llama3-8b,memit,counterfact,1,specificity,success,post,0.5
llama3-8b,memit,counterfact,1,specificity,diff,post,0.00039676941677961163
llama3-8b,memit,counterfact,1,specificity,acc,post,0.0
llama3-8b,memit,counterfact,1,target_close_neighbour,success,post,1.0
llama3-8b,memit,counterfact,1,target_close_neighbour,diff,post,0.19529184990954002
llama3-8b,memit,counterfact,1,target_close_neighbour,acc,post,0.3
llama3-8b,memit,counterfact,2,efficacy,success,pre,1.0
llama3-8b,memit,counterfact,2,efficacy,diff,pre,2.1259822173694097e-05
llama3-8b,memit,counterfact,2,efficacy,acc,pre,0.0
llama3-8b,memit,counterfact,2,generalisation,success,pre,1.0
llama3-8b,memit,counterfact,2,generalisation,diff,pre,0.041588110685158136
llama3-8b,memit,counterfact,2,generalisation,acc,pre,0.5
llama3-8b,memit,counterfact,2,specificity,success,pre,0.6
llama3-8b,memit,counterfact,2,specificity,diff,pre,-0.016179983789135374
llama3-8b,memit,counterfact,2,specificity,acc,pre,0.2
llama3-8b,memit,counterfact,2,target_close_neighbour,success,pre,1.0
llama3-8b,memit,counterfact,2,target_close_neighbour,diff,pre,0.11117857836485087
llama3-8b,memit,counterfact,2,target_close_neighbour,acc,pre,0.6
llama3-8b,memit,counterfact,2,efficacy,success,post,1.0
llama3-8b,memit,counterfact,2,efficacy,diff,post,0.22484898879918064
llama3-8b,memit,counterfact,2,efficacy,acc,post,1.0
llama3-8b,memit,counterfact,2,generalisation,success,post,1.0
llama3-8b,memit,counterfact,2,generalisation,diff,post,0.3510628073459852
llama3-8b,memit,counterfact,2,generalisation,acc,post,0.5
llama3-8b,memit,counterfact,2,specificity,success,post,0.7
llama3-8b,memit,counterfact,2,specificity,diff,post,-0.004910593737151301
llama3-8b,memit,counterfact,2,specificity,acc,post,0.1
llama3-8b,memit,counterfact,2,target_close_neighbour,success,post,1.0
llama3-8b,memit,counterfact,2,target_close_neighbour,diff,post,0.1752224848066079
llama3-8b,memit,counterfact,2,target_close_neighbour,acc,post,0.6
llama3-8b,rome,counterfact,0,efficacy,success,pre,0.0
llama3-8b,rome,counterfact,0,efficacy,diff,pre,-0.554447759264991
llama3-8b,rome,counterfact,0,efficacy,acc,pre,0.0
llama3-8b,rome,counterfact,0,generalisation,success,pre,0.0
llama3-8b,rome,counterfact,0,generalisation,diff,pre,-0.017276258042719
llama3-8b,rome,counterfact,0,generalisation,acc,pre,0.0
llama3-8b,rome,counterfact,0,specificity,success,pre,0.0
llama3-8b,rome,counterfact,0,specificity,diff,pre,-0.3691831430535373
llama3-8b,rome,counterfact,0,specificity,acc,pre,0.5
llama3-8b,rome,counterfact,0,target_close_neighbour,success,pre,1.0
llama3-8b,rome,counterfact,0,target_close_neighbour,diff,pre,0.13501298562453548
llama3-8b,rome,counterfact,0,target_close_neighbour,acc,pre,0.4
llama3-8b,rome,counterfact,0,efficacy,success,post,1.0
llama3-8b,rome,counterfact,0,efficacy,diff,post,0.00022104352533836477
llama3-8b,rome,counterfact,0,efficacy,acc,post,0.0
llama3-8b,rome,counterfact,0,generalisation,success,post,0.0
llama3-8b,rome,counterfact,0,generalisation,diff,post,-0.006892178036931392
llama3-8b,rome,counterfact,0,generalisation,acc,post,0.0
llama3-8b,rome,counterfact,0,specificity,success,post,0.0
llama3-8b,rome,counterfact,0,specificity,diff,post,-0.36343274872273096
llama3-8b,rome,counterfact,0,specificity,acc,post,0.5
llama3-8b,rome,counterfact,0,target_close_neighbour,success,post,1.0
llama3-8b,rome,counterfact,0,target_close_neighbour,diff,post,0.1341572159370182
llama3-8b,rome,counterfact,0,target_close_neighbour,acc,post,0.4
llama3-8b,rome,counterfact,1,efficacy,success,pre,0.0
llama3-8b,rome,counterfact,1,efficacy,diff,pre,-0.15195808065583227
llama3-8b,rome,counterfact,1,efficacy,acc,pre,0.0
llama3-8b,rome,counterfact,1,generalisation,success,pre,0.0
llama3-8b,rome,counterfact,1,generalisation,diff,pre,-0.03057342970014454
llama3-8b,rome,counterfact,1,generalisation,acc,pre,0.0
llama3-8b,rome,counterfact,1,specificity,success,pre,0.4
llama3-8b,rome,counterfact,1,specificity,diff,pre,-0.007853033098426339
llama3-8b,rome,counterfact,1,specificity,acc,pre,0.0
llama3-8b,rome,counterfact,1,target_close_neighbour,success,pre,1.0
llama3-8b,rome,counterfact,1,target_close_neighbour,diff,pre,0.12185462705339314
llama3-8b,rome,counterfact,1,target_close_neighbour,acc,pre,0.2
llama3-8b,rome,counterfact,1,efficacy,success,post,0.0
llama3-8b,rome,counterfact,1,efficacy,diff,post,-3.1667154829793335e-05
