model,method,bench,case,category,measure,phase,value
gpt2-xl,alphaedit,ripple,ripple_popular_row838,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row838,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row838,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row838,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row838,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row838,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row838,ripple_aliasing,hit,post,0.3333333333333333
gpt2-xl,alphaedit,ripple,ripple_popular_row838,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row716,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row716,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row716,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row716,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row857,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row857,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row857,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row857,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row857,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row857,ripple_aliasing,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row868,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row868,ripple_compositional_i,hit,pre,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row868,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row868,ripple_compositional_i,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row699,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row699,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row699,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row699,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row825,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row825,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row825,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row825,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row866,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row866,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row866,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row866,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row866,ripple_compositional_i,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row866,ripple_aliasing,hit,post,0.25
gpt2-xl,alphaedit,ripple,ripple_popular_row642,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row642,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row642,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row642,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row642,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row642,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row653,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row653,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row653,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row653,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row663,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row663,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row692,ripple_aliasing,hit,post,0.18181818181818182
gpt2-xl,alphaedit,ripple,ripple_popular_row692,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row701,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row701,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row701,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row701,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row701,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row701,ripple_aliasing,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row690,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row690,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row690,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row690,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row690,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row690,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row668,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row668,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row668,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row668,ripple_aliasing,hit,post,0.8
gpt2-xl,alphaedit,ripple,ripple_popular_row810,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,ripple_relation_specificity,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row810,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row870,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row870,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row870,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row870,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row646,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row646,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row646,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row646,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row646,ripple_aliasing,hit,post,0.2
gpt2-xl,alphaedit,ripple,ripple_popular_row646,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row697,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row697,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row697,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row697,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row613,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row710,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row710,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row819,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row819,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row819,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row819,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row782,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row782,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row782,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row782,ripple_aliasing,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row696,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row696,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row641,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row641,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row641,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row641,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row705,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row705,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row705,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row705,ripple_aliasing,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row614,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row614,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row614,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row614,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row614,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row614,ripple_compositional_i,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row614,ripple_aliasing,hit,post,0.07692307692307693
gpt2-xl,alphaedit,ripple,ripple_popular_row614,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,ripple_compositional_i,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,ripple_compositional_i,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row874,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row610,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row610,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row610,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row610,ripple_aliasing,hit,post,0.3333333333333333
gpt2-xl,alphaedit,ripple,ripple_popular_row816,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row816,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row816,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row816,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row816,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row816,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row717,ripple_aliasing,hit,post,0.25
gpt2-xl,alphaedit,ripple,ripple_popular_row717,ripple_relation_specificity,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row836,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,ripple_compositional_ii,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,ripple_compositional_ii,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row836,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row719,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row719,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row684,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row684,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row684,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row684,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row877,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row877,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row877,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row877,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row877,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row877,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row763,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row763,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row763,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row763,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row731,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row731,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row731,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row731,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row731,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row731,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row799,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row799,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row799,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row799,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row799,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row799,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row880,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row880,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row880,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row880,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row880,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row880,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row680,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row680,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row680,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row680,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row737,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row737,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row737,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row737,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row737,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row737,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row712,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row712,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row712,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row712,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row712,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row712,ripple_relation_specificity,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row789,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row789,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row789,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row789,ripple_aliasing,hit,post,0.3333333333333333
gpt2-xl,alphaedit,ripple,ripple_popular_row881,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row881,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row881,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row881,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row881,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row881,ripple_aliasing,hit,post,0.5
gpt2-xl,alphaedit,ripple,ripple_popular_row863,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row863,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row863,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row863,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,ripple_compositional_i,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,ripple_compositional_i,hit,post,0.25
gpt2-xl,alphaedit,ripple,ripple_popular_row873,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row873,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row708,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row708,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row708,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row708,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row708,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row708,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row850,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row850,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row634,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row634,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row634,efficacy,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row634,ripple_aliasing,hit,post,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row796,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row796,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row796,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row796,ripple_relation_specificity,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,ripple_relation_specificity,hit,pre,1.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,ripple_aliasing,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row751,ripple_relation_specificity,hit,post,0.6666666666666666
gpt2-xl,alphaedit,ripple,ripple_popular_row871,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row871,ripple_logical,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row871,efficacy,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row871,ripple_logical,hit,post,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row746,efficacy,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row746,ripple_aliasing,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row746,ripple_preservation,hit,pre,0.0
gpt2-xl,alphaedit,ripple,ripple_popular_row746,efficacy,hit,post,1.0
