model,method,bench,case,category,measure,phase,value
gpt2-xl,memit,counterfact,5,specificity,success,pre,0.3
gpt2-xl,memit,counterfact,5,specificity,diff,pre,-0.2288711208296151
gpt2-xl,memit,counterfact,5,specificity,acc,pre,0.6
gpt2-xl,memit,counterfact,5,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,5,target_close_neighbour,diff,pre,0.09496826466549692
gpt2-xl,memit,counterfact,5,target_close_neighbour,acc,pre,0.4
gpt2-xl,memit,counterfact,5,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,5,efficacy,diff,post,0.9979002504759706
gpt2-xl,memit,counterfact,5,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,5,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,5,generalisation,diff,post,0.0018616720728015092
gpt2-xl,memit,counterfact,5,generalisation,acc,post,0.0
gpt2-xl,memit,counterfact,5,specificity,success,post,0.3
gpt2-xl,memit,counterfact,5,specificity,diff,post,-0.22967459941254315
gpt2-xl,memit,counterfact,5,specificity,acc,post,0.7
gpt2-xl,memit,counterfact,5,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,5,target_close_neighbour,diff,post,0.09985210020421399
gpt2-xl,memit,counterfact,5,target_close_neighbour,acc,post,0.4
gpt2-xl,memit,counterfact,6,efficacy,success,pre,1.0
gpt2-xl,memit,counterfact,6,efficacy,diff,pre,3.331736028450795e-05
gpt2-xl,memit,counterfact,6,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,6,generalisation,success,pre,0.5
gpt2-xl,memit,counterfact,6,generalisation,diff,pre,0.0002455260226386036
gpt2-xl,memit,counterfact,6,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,6,specificity,success,pre,0.6
gpt2-xl,memit,counterfact,6,specificity,diff,pre,0.0010757189628516147
gpt2-xl,memit,counterfact,6,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,6,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,6,target_close_neighbour,diff,pre,0.001489396161460393
gpt2-xl,memit,counterfact,6,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,6,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,6,efficacy,diff,post,0.9936724431966217
gpt2-xl,memit,counterfact,6,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,6,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,6,generalisation,diff,post,0.9898189838205487
gpt2-xl,memit,counterfact,6,generalisation,acc,post,1.0
gpt2-xl,memit,counterfact,6,specificity,success,post,0.6
gpt2-xl,memit,counterfact,6,specificity,diff,post,0.001456679880518623
gpt2-xl,memit,counterfact,6,specificity,acc,post,0.0
gpt2-xl,memit,counterfact,6,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,6,target_close_neighbour,diff,post,0.0017430023720271214
gpt2-xl,memit,counterfact,6,target_close_neighbour,acc,post,0.0
gpt2-xl,memit,counterfact,7,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,7,efficacy,diff,pre,-0.08107924661595162
gpt2-xl,memit,counterfact,7,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,7,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,7,generalisation,diff,pre,-0.10055833444501067
gpt2-xl,memit,counterfact,7,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,7,specificity,success,pre,0.3
gpt2-xl,memit,counterfact,7,specificity,diff,pre,-0.09980051644687042
gpt2-xl,memit,counterfact,7,specificity,acc,pre,0.3
gpt2-xl,memit,counterfact,7,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,7,target_close_neighbour,diff,pre,0.2870562181387737
gpt2-xl,memit,counterfact,7,target_close_neighbour,acc,pre,0.7
gpt2-xl,memit,counterfact,7,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,7,efficacy,diff,post,0.9967923845907809
gpt2-xl,memit,counterfact,7,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,7,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,7,generalisation,diff,post,0.9324739021462489
gpt2-xl,memit,counterfact,7,generalisation,acc,post,1.0
gpt2-xl,memit,counterfact,7,specificity,success,post,0.3
gpt2-xl,memit,counterfact,7,specificity,diff,post,-0.11137463063328171
gpt2-xl,memit,counterfact,7,specificity,acc,post,0.3
gpt2-xl,memit,counterfact,7,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,7,target_close_neighbour,diff,post,0.31352731810437096
gpt2-xl,memit,counterfact,7,target_close_neighbour,acc,post,0.7
gpt2-xl,memit,counterfact,8,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,8,efficacy,diff,pre,-9.537783054237566e-05
gpt2-xl,memit,counterfact,8,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,8,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,8,generalisation,diff,pre,-0.01236854072031907
gpt2-xl,memit,counterfact,8,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,8,specificity,success,pre,0.0
gpt2-xl,memit,counterfact,8,specificity,diff,pre,-1.1641816746159209e-05
gpt2-xl,memit,counterfact,8,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,8,target_close_neighbour,success,pre,0.0
gpt2-xl,memit,counterfact,8,target_close_neighbour,diff,pre,-8.859014498521854e-05
gpt2-xl,memit,counterfact,8,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,8,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,8,efficacy,diff,post,0.7301220302013461
gpt2-xl,memit,counterfact,8,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,8,generalisation,success,post,0.5
gpt2-xl,memit,counterfact,8,generalisation,diff,post,-0.005766643669176571
gpt2-xl,memit,counterfact,8,generalisation,acc,post,0.0
gpt2-xl,memit,counterfact,8,specificity,success,post,0.1
gpt2-xl,memit,counterfact,8,specificity,diff,post,-1.1865720093987877e-05
gpt2-xl,memit,counterfact,8,specificity,acc,post,0.0
gpt2-xl,memit,counterfact,8,target_close_neighbour,success,post,0.0
gpt2-xl,memit,counterfact,8,target_close_neighbour,diff,post,-7.891154772554792e-05
gpt2-xl,memit,counterfact,8,target_close_neighbour,acc,post,0.0
gpt2-xl,memit,counterfact,9,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,9,efficacy,diff,pre,-0.009271468412467447
gpt2-xl,memit,counterfact,9,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,9,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,9,generalisation,diff,pre,-0.03953480097185694
gpt2-xl,memit,counterfact,9,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,9,specificity,success,pre,0.1
gpt2-xl,memit,counterfact,9,specificity,diff,pre,-0.012745251078952621
gpt2-xl,memit,counterfact,9,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,9,target_close_neighbour,success,pre,0.6
gpt2-xl,memit,counterfact,9,target_close_neighbour,diff,pre,0.00012506475000464474
gpt2-xl,memit,counterfact,9,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,9,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,9,efficacy,diff,post,0.9923689812653752
gpt2-xl,memit,counterfact,9,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,9,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,9,generalisation,diff,post,0.9801209624008362
gpt2-xl,memit,counterfact,9,generalisation,acc,post,1.0
gpt2-xl,memit,counterfact,9,specificity,success,post,0.1
gpt2-xl,memit,counterfact,9,specificity,diff,post,-0.012573808028015684
gpt2-xl,memit,counterfact,9,specificity,acc,post,0.0
gpt2-xl,memit,counterfact,9,target_close_neighbour,success,post,0.6
gpt2-xl,memit,counterfact,9,target_close_neighbour,diff,post,0.0009570094503751212
gpt2-xl,memit,counterfact,9,target_close_neighbour,acc,post,0.0
gpt2-xl,memit,counterfact,10,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,10,efficacy,diff,pre,-0.008925792614219153
gpt2-xl,memit,counterfact,10,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,10,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,10,generalisation,diff,pre,-0.010847827573390522
gpt2-xl,memit,counterfact,10,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,10,specificity,success,pre,0.0
gpt2-xl,memit,counterfact,10,specificity,diff,pre,-0.014375878468149337
gpt2-xl,memit,counterfact,10,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,10,target_close_neighbour,success,pre,0.9
gpt2-xl,memit,counterfact,10,target_close_neighbour,diff,pre,0.01566100104992789
gpt2-xl,memit,counterfact,10,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,10,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,10,efficacy,diff,post,0.9816163495781348
gpt2-xl,memit,counterfact,10,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,10,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,10,generalisation,diff,post,0.5400925107292057
gpt2-xl,memit,counterfact,10,generalisation,acc,post,1.0
gpt2-xl,memit,counterfact,10,specificity,success,post,0.2
gpt2-xl,memit,counterfact,10,specificity,diff,post,0.0009653456664605782
gpt2-xl,memit,counterfact,10,specificity,acc,post,0.0
gpt2-xl,memit,counterfact,10,target_close_neighbour,success,post,0.9
gpt2-xl,memit,counterfact,10,target_close_neighbour,diff,post,0.015568717955911155
gpt2-xl,memit,counterfact,10,target_close_neighbour,acc,post,0.0
gpt2-xl,memit,counterfact,11,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,11,efficacy,diff,pre,0.0
gpt2-xl,memit,counterfact,11,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,11,generalisation,success,pre,1.0
gpt2-xl,memit,counterfact,11,generalisation,diff,pre,0.00015501775458895244
gpt2-xl,memit,counterfact,11,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,11,specificity,success,pre,0.5
gpt2-xl,memit,counterfact,11,specificity,diff,pre,-0.022396639185980442
gpt2-xl,memit,counterfact,11,specificity,acc,pre,0.1
gpt2-xl,memit,counterfact,11,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,11,target_close_neighbour,diff,pre,0.011690294923325283
gpt2-xl,memit,counterfact,11,target_close_neighbour,acc,pre,0.1
gpt2-xl,memit,counterfact,11,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,11,efficacy,diff,post,0.9922693094506124
gpt2-xl,memit,counterfact,11,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,11,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,11,generalisation,diff,post,0.3419971283293116
gpt2-xl,memit,counterfact,11,generalisation,acc,post,0.5
gpt2-xl,memit,counterfact,11,specificity,success,post,0.5
gpt2-xl,memit,counterfact,11,specificity,diff,post,-0.025434862574121853
gpt2-xl,memit,counterfact,11,specificity,acc,post,0.1
gpt2-xl,memit,counterfact,11,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,11,target_close_neighbour,diff,post,0.012437194856367698
gpt2-xl,memit,counterfact,11,target_close_neighbour,acc,post,0.1
gpt2-xl,memit,counterfact,12,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,12,efficacy,diff,pre,-0.0004581891199744677
gpt2-xl,memit,counterfact,12,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,12,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,12,generalisation,diff,pre,-0.48629509349475386
gpt2-xl,memit,counterfact,12,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,12,specificity,success,pre,0.0
gpt2-xl,memit,counterfact,12,specificity,diff,pre,-0.1476079866648709
gpt2-xl,memit,counterfact,12,specificity,acc,pre,0.4
gpt2-xl,memit,counterfact,12,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,12,target_close_neighbour,diff,pre,0.23611591537729026
gpt2-xl,memit,counterfact,12,target_close_neighbour,acc,pre,0.4
gpt2-xl,memit,counterfact,12,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,12,efficacy,diff,post,0.989305371821545
gpt2-xl,memit,counterfact,12,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,12,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,12,generalisation,diff,post,0.8557001950007925
gpt2-xl,memit,counterfact,12,generalisation,acc,post,1.0
gpt2-xl,memit,counterfact,12,specificity,success,post,0.0
gpt2-xl,memit,counterfact,12,specificity,diff,post,-0.1498420363736645
gpt2-xl,memit,counterfact,12,specificity,acc,post,0.4
gpt2-xl,memit,counterfact,12,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,12,target_close_neighbour,diff,post,0.23593321759608177
gpt2-xl,memit,counterfact,12,target_close_neighbour,acc,post,0.4
gpt2-xl,memit,counterfact,13,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,13,efficacy,diff,pre,-0.16069684650009836
gpt2-xl,memit,counterfact,13,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,13,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,13,generalisation,diff,pre,-0.02346459817607362
gpt2-xl,memit,counterfact,13,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,13,specificity,success,pre,0.0
gpt2-xl,memit,counterfact,13,specificity,diff,pre,-0.1859048654916275
gpt2-xl,memit,counterfact,13,specificity,acc,pre,0.5
gpt2-xl,memit,counterfact,13,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,13,target_close_neighbour,diff,pre,0.33777567286784715
gpt2-xl,memit,counterfact,13,target_close_neighbour,acc,pre,0.6
gpt2-xl,memit,counterfact,13,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,13,efficacy,diff,post,0.9873246678665296
gpt2-xl,memit,counterfact,13,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,13,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,13,generalisation,diff,post,0.789759135195176
gpt2-xl,memit,counterfact,13,generalisation,acc,post,1.0
gpt2-xl,memit,counterfact,13,specificity,success,post,0.3
gpt2-xl,memit,counterfact,13,specificity,diff,post,0.11551305142688947
gpt2-xl,memit,counterfact,13,specificity,acc,post,0.3
gpt2-xl,memit,counterfact,13,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,13,target_close_neighbour,diff,post,0.37328807711120165
gpt2-xl,memit,counterfact,13,target_close_neighbour,acc,post,0.8
gpt2-xl,memit,counterfact,14,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,14,efficacy,diff,pre,-0.4014906412374807
gpt2-xl,memit,counterfact,14,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,14,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,14,generalisation,diff,pre,-0.0004949075289670966
gpt2-xl,memit,counterfact,14,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,14,specificity,success,pre,0.1
gpt2-xl,memit,counterfact,14,specificity,diff,pre,-0.21423303271961508
gpt2-xl,memit,counterfact,14,specificity,acc,pre,0.4
gpt2-xl,memit,counterfact,14,target_close_neighbour,success,pre,1.0
gpt2-xl,memit,counterfact,14,target_close_neighbour,diff,pre,0.1922082377439161
gpt2-xl,memit,counterfact,14,target_close_neighbour,acc,pre,0.4
gpt2-xl,memit,counterfact,14,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,14,efficacy,diff,post,0.9993860050438991
gpt2-xl,memit,counterfact,14,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,14,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,14,generalisation,diff,post,0.0008429556239004255
gpt2-xl,memit,counterfact,14,generalisation,acc,post,0.0
gpt2-xl,memit,counterfact,14,specificity,success,post,0.1
gpt2-xl,memit,counterfact,14,specificity,diff,post,-0.14862814487288695
gpt2-xl,memit,counterfact,14,specificity,acc,post,0.3
gpt2-xl,memit,counterfact,14,target_close_neighbour,success,post,1.0
gpt2-xl,memit,counterfact,14,target_close_neighbour,diff,post,0.19874579425664113
gpt2-xl,memit,counterfact,14,target_close_neighbour,acc,post,0.5
gpt2-xl,memit,counterfact,15,efficacy,success,pre,1.0
gpt2-xl,memit,counterfact,15,efficacy,diff,pre,8.086491274020674e-05
gpt2-xl,memit,counterfact,15,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,15,generalisation,success,pre,1.0
gpt2-xl,memit,counterfact,15,generalisation,diff,pre,0.0006357184332193589
gpt2-xl,memit,counterfact,15,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,15,specificity,success,pre,0.0
gpt2-xl,memit,counterfact,15,specificity,diff,pre,-0.002283478070852915
gpt2-xl,memit,counterfact,15,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,15,target_close_neighbour,success,pre,0.6
gpt2-xl,memit,counterfact,15,target_close_neighbour,diff,pre,0.0019463428545676005
gpt2-xl,memit,counterfact,15,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,15,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,15,efficacy,diff,post,0.7818486357843291
gpt2-xl,memit,counterfact,15,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,15,generalisation,success,post,1.0
gpt2-xl,memit,counterfact,15,generalisation,diff,post,0.17443239803411725
gpt2-xl,memit,counterfact,15,generalisation,acc,post,0.5
gpt2-xl,memit,counterfact,15,specificity,success,post,0.0
gpt2-xl,memit,counterfact,15,specificity,diff,post,-0.0023701542119664355
gpt2-xl,memit,counterfact,15,specificity,acc,post,0.0
gpt2-xl,memit,counterfact,15,target_close_neighbour,success,post,0.6
gpt2-xl,memit,counterfact,15,target_close_neighbour,diff,post,0.006580056937655033
gpt2-xl,memit,counterfact,15,target_close_neighbour,acc,post,0.0
gpt2-xl,memit,counterfact,16,efficacy,success,pre,0.0
gpt2-xl,memit,counterfact,16,efficacy,diff,pre,-0.00033180098420203854
gpt2-xl,memit,counterfact,16,efficacy,acc,pre,0.0
gpt2-xl,memit,counterfact,16,generalisation,success,pre,0.0
gpt2-xl,memit,counterfact,16,generalisation,diff,pre,-2.547569357029549e-05
gpt2-xl,memit,counterfact,16,generalisation,acc,pre,0.0
gpt2-xl,memit,counterfact,16,specificity,success,pre,0.2
gpt2-xl,memit,counterfact,16,specificity,diff,pre,-0.0019271156846096646
gpt2-xl,memit,counterfact,16,specificity,acc,pre,0.0
gpt2-xl,memit,counterfact,16,target_close_neighbour,success,pre,0.6
gpt2-xl,memit,counterfact,16,target_close_neighbour,diff,pre,1.823914208802756e-05
gpt2-xl,memit,counterfact,16,target_close_neighbour,acc,pre,0.0
gpt2-xl,memit,counterfact,16,efficacy,success,post,1.0
gpt2-xl,memit,counterfact,16,efficacy,diff,post,0.9570046386312933
gpt2-xl,memit,counterfact,16,efficacy,acc,post,1.0
gpt2-xl,memit,counterfact,16,generalisation,success,post,1.0
